54.20, 225.04
54.30, 196.42
54.40, 213.96
54.90, 0.30
50.82, 284.90
50.89, 110.30
36.51, 151.18
36.52, 151.19
71.29, 205.30
36.54, 144.04
36.55, 156.35
36.56, 169.25
36.57, 121.54
36.58, 198.03
36.59, 140.80
40.31, 169.92
40.33, 179.76
9.21, 41.71
40.34, 163.42
9.22, 40.98
40.35, 186.05
9.23, 41.81
40.36, 128.80
9.24, 42.19
9.25, 41.31
9.26, 41.71
40.39, 188.90
26.01, 84.81
9.27, 41.73
9.28, 41.85
26.02, 95.11
9.29, 41.46
26.03, 101.01
26.04, 87.08
26.05, 85.50
26.06, 84.70
26.07, 88.24
26.08, 78.31
26.09, 100.44
36.61, 167.94
36.62, 159.80
36.63, 153.78
36.64, 127.92
36.65, 109.80
36.66, 162.59
57.05, 253.30
36.67, 187.13
36.68, 71.89
57.09, 280.30
40.41, 179.45
40.42, 167.42
9.31, 41.30
40.43, 126.69
40.44, 150.59
9.32, 41.56
9.33, 41.31
40.46, 107.80
9.34, 42.02
40.47, 216.05
9.35, 41.51
9.36, 42.30
26.11, 91.43
9.37, 41.75
26.12, 100.36
9.38, 41.18
26.13, 89.28
9.39, 41.81
26.14, 93.60
26.15, 83.65
26.16, 85.82
26.17, 92.33
26.18, 86.68
26.19, 82.82
36.71, 140.93
36.72, 108.42
57.11, 198.04
36.75, 157.66
57.15, 361.56
36.76, 174.50
41.00, 167.31
36.77, 140.20
36.78, 173.38
41.10, 119.12
41.20, 95.42
36.79, 32.96
41.30, 196.67
41.40, 161.91
41.50, 181.90
41.60, 186.68
41.70, 190.94
41.80, 162.67
41.90, 113.80
40.51, 180.17
40.52, 196.92
9.41, 41.33
40.54, 211.86
9.42, 42.24
40.55, 207.70
9.43, 41.93
9.44, 42.17
40.57, 65.92
9.45, 42.28
40.58, 243.96
9.46, 41.51
26.21, 86.45
9.47, 42.23
26.22, 91.21
9.48, 42.15
26.23, 82.25
9.49, 42.26
26.24, 87.94
26.25, 86.63
26.26, 81.19
26.27, 108.99
26.28, 86.94
26.29, 71.21
36.81, 151.86
30.01, 122.80
108.95, 320.80
57.22, 120.30
30.02, 109.45
36.84, 156.17
30.03, 66.74
57.24, 224.30
36.85, 133.67
30.04, 87.05
57.25, 232.73
36.86, 181.54
30.05, 108.22
36.87, 171.65
30.06, 116.58
36.88, 164.50
30.07, 78.71
36.89, 164.67
30.08, 79.15
57.29, 174.04
30.09, 79.73
80.00, 780.16
40.61, 205.92
40.62, 110.80
40.63, 109.73
9.51, 41.87
9.52, 42.81
9.53, 42.18
9.54, 42.01
40.67, 176.30
9.55, 42.66
40.68, 116.42
9.56, 42.79
40.69, 158.80
26.31, 85.20
9.57, 42.39
26.32, 92.33
9.58, 42.93
9.59, 42.42
26.33, 85.54
26.34, 88.37
26.35, 80.85
26.36, 90.12
26.37, 91.42
26.38, 81.17
26.39, 91.77
71.64, 141.00
36.91, 188.92
30.11, 92.30
36.92, 153.61
30.12, 106.17
30.13, 73.70
36.94, 169.55
36.95, 134.59
30.14, 91.86
36.96, 127.47
30.15, 89.23
59.00, 200.30
30.16, 92.96
36.97, 190.51
30.17, 95.61
59.10, 175.19
36.99, 156.75
30.18, 120.09
59.30, 132.59
30.19, 164.89
59.60, 323.29
40.72, 113.42
9.61, 41.98
9.62, 42.65
40.75, 233.36
9.63, 43.36
9.64, 42.48
40.77, 139.54
9.65, 43.02
40.78, 170.92
9.66, 42.80
26.41, 91.24
9.67, 43.26
40.79, 443.30
9.68, 42.09
26.42, 80.74
9.69, 43.29
26.43, 89.38
26.44, 87.25
26.45, 88.75
26.46, 88.77
26.47, 81.16
26.48, 95.68
26.49, 90.79
71.73, 261.92
30.21, 112.25
30.22, 182.90
30.23, 112.86
30.24, 113.03
30.25, 113.62
30.26, 130.75
30.27, 119.41
57.48, 156.30
30.28, 125.03
30.29, 121.47
9.71, 43.09
9.72, 43.30
40.85, 235.85
9.73, 43.20
40.86, 142.54
9.74, 43.66
40.87, 204.27
9.75, 43.01
9.76, 43.30
26.51, 87.73
9.77, 43.26
26.52, 91.76
9.78, 44.24
26.53, 89.76
9.79, 44.30
26.54, 82.42
26.55, 87.62
26.56, 87.53
26.57, 90.53
26.58, 92.52
26.59, 88.74
30.31, 105.61
30.32, 111.90
30.33, 118.65
30.34, 93.54
30.35, 109.68
30.36, 97.30
30.37, 109.48
30.38, 102.50
30.39, 99.52
40.91, 126.94
40.93, 109.30
46.00, 255.14
9.81, 43.57
46.10, 144.97
9.82, 43.51
3.01, 19.55
46.20, 178.35
9.83, 44.23
3.02, 19.65
46.30, 221.43
9.84, 43.92
3.03, 19.56
46.40, 294.35
9.85, 43.64
3.04, 19.76
40.98, 121.94
46.50, 183.35
9.86, 44.61
3.05, 19.67
46.60, 142.22
26.61, 85.14
9.87, 43.91
3.06, 19.72
26.62, 93.44
9.88, 44.15
3.07, 19.82
46.80, 150.30
26.63, 142.45
9.89, 43.57
3.08, 19.71
26.64, 94.03
46.90, 260.12
3.09, 19.88
26.65, 89.65
26.66, 86.83
26.67, 87.10
26.68, 77.96
26.69, 84.08
30.41, 88.67
30.42, 108.94
16.01, 60.81
30.43, 109.56
16.02, 59.95
57.64, 327.04
30.44, 122.14
16.03, 62.86
30.45, 119.95
16.04, 63.06
30.46, 118.84
16.05, 61.72
30.47, 139.25
16.06, 62.94
57.68, 282.42
30.48, 126.10
16.07, 64.97
30.49, 94.64
16.08, 63.28
16.09, 63.00
61.42, 273.50
9.91, 44.44
47.02, 206.42
9.92, 44.07
3.11, 19.98
9.93, 44.17
3.12, 19.84
61.45, 262.70
9.94, 43.78
3.13, 20.10
9.95, 44.28
3.14, 20.08
9.96, 44.37
3.15, 19.97
47.07, 141.80
9.97, 43.99
3.16, 20.26
